source,target
YDR256C,YNL189W
YDR256C,YPL070W
YDR259C,YDR311W
YDR259C,YGL181W
YDR259C,YGR066C
YDR259C,YIL153W
YDR259C,YKL071W
YDR259C,YLR423C
YDR259C,YLR447C
YDR259C,YNL092W
YDR261WA,YDR261WA
YDR261WA,YDR261WB
YDR264C,YHR135C
YDR264C,YNL154C
YDR264C,YOR101W
YDR267C,YHR122W
YDR271C,YOR128C
YDR273W,YFR052W
YDR273W,YML051W
YDR277C,YLR447C
YDR279W,YLR154C
YDR284C,YDR284C
YDR284C,YDR479C
YDR284C,YIR038C
YDR284C,YNL111C
YDR284C,YPL094C
YDR284C,YPR071W
YDR292C,YKL154W
YDR292C,YMR163C
YDR296W,YER125W
YDR296W,YLR386W
YDR296W,YPL049C
YDR299W,YER127W
YDR300C,YDR300C
YDR308C,YGL127C
YDR308C,YML051W
YDR308C,YOL135C
YDR308C,YOR174W
YDR311W,YGR120C
YDR311W,YKL028W
YDR311W,YKL103C
YDR311W,YLR288C
YDR311W,YLR423C
YDR311W,YMR294W
YDR311W,YOL082W
YDR312W,YPR143W
YDR313C,YPL133C
YDR314C,YML011C
YDR315C,YJR117W
YDR315C,YLR264W
YDR315C,YLR323C
YDR315C,YOR078W
YDR318W,YNL189W
YDR320CA,YKR083C
YDR321W,YDR321W
YDR323C,YGL095C
YDR326C,YER007CA
YDR326C,YIL105C
YDR328C,YFL009W
YDR328C,YIL046W
YDR328C,YLR267W
YDR328C,YLR352W
YDR328C,YLR368W
YDR328C,YLR429W
YDR328C,YML088W
YDR328C,YMR258C
YDR330W,YDR510W
YDR330W,YGR268C
YDR330W,YKR094C
YDR330W,YOL133W
YDR335W,YLR293C
YDR348C,YMR295C
YDR353W,YGR099W
YDR353W,YGR209C
YDR353W,YHR106W
YDR357C,YGL079W
YDR357C,YLR423C
YDR357C,YPR182W
YDR361C,YER086W
YDR361C,YGL068W
YDR361C,YHR022C
YDR361C,YJR056C
YDR361C,YMR021C
YDR361C,YPL125W
YDR361C,YPL208W
YDR363WA,YJR084W
YDR364C,YLL036C
YDR366C,YER071C
YDR373W,YGL153W
YDR373W,YNL267W
YDR374C,YLR423C
YDR374C,YNR052C
YDR376W,YIR024C
YDR378C,YER146W
YDR378C,YLR438CA
YDR383C,YLR315W
YDR383C,YML051W
YDR383C,YNL189W
YDR386W,YNL024C
YDR386W,YPR119W
YDR388W,YGL060W
YDR388W,YGL090W
YDR388W,YGL181W
YDR388W,YNL094W
YDR388W,YOR181W
YDR388W,YPL077C
YDR389W,YJR091C
YDR394W,YGR232W
YDR394W,YOR117W
YDR397C,YDR397C
YDR397C,YER159C
YDR398W,YMR093W
YDR399W,YDR399W
YDR408C,YGL127C
YDR408C,YOR174W
YDR411C,YDR479C
YDR411C,YJL019W
YDR411C,YML029W
YDR412W,YPR119W
YDR416W,YGR129W
YDR416W,YGR195W
YDR416W,YHL004W
YDR416W,YHR184W
YDR416W,YJR050W
YDR416W,YKL098W
YDR418W,YDR465C
YDR422C,YHR114W
YDR423C,YEL051W
YDR423C,YMR047C
YDR424C,YDR488C
YDR425W,YGL161C
YDR425W,YGL198W
YDR425W,YJL036W
YDR425W,YJR110W
YDR428C,YLR291C
YDR429C,YFL017C
YDR429C,YMR146C
YDR429C,YOR361C
YDR429C,YPL105C
YDR431W,YPL094C
YDR434W,YIR033W
YDR441C,YML022W
YDR446W,YDR510W
YDR448W,YER018C
YDR448W,YGR142W
YDR448W,YGR195W
YDR448W,YGR252W
YDR448W,YGR261C
YDR448W,YHL004W
YDR448W,YHR022C
YDR448W,YJL011C
YDR448W,YJL058C
YDR448W,YJR003C
YDR448W,YLR424W
YDR448W,YML041C
YDR448W,YMR314W
YDR448W,YPL077C
YDR448W,YPL122C
YDR448W,YPL135W
YDR448W,YPR173C
YDR453C,YIL039W
YDR453C,YML028W
YDR453C,YNL189W
YDR455C,YLR295C
YDR460W,YPR025C
YDR465C,YEL054C
YDR469W,YHR060W
YDR469W,YLR015W
YDR469W,YLR432W
YDR472W,YKR068C
YDR473C,YLR423C
YDR473C,YNL229C
YDR473C,YPL004C
YDR473C,YPR178W
YDR476C,YDR479C
YDR476C,YHR211W
YDR476C,YIR038C
YDR476C,YJL019W
YDR477W,YER027C
YDR477W,YGL115W
YDR477W,YGL208W
YDR479C,YEL042W
YDR479C,YER087CA
YDR479C,YGL053W
YDR479C,YGL065C
YDR479C,YGL104C
YDR479C,YGR149W
YDR479C,YGR284C
YDR479C,YHL031C
YDR479C,YJL097W
YDR479C,YJL117W
YDR479C,YJL134W
YDR479C,YJL183W
YDR479C,YLL014W
YDR479C,YLR036C
YDR479C,YLR268W
YDR479C,YLR324W
YDR479C,YLR350W
YDR479C,YML055W
YDR479C,YML125C
YDR479C,YMR024W
YDR479C,YMR071C
YDR479C,YNL263C
YDR479C,YNR075W
YDR479C,YOL003C
YDR479C,YOL065C
YDR479C,YOR377W
YDR479C,YPL020C
YDR479C,YPR113W
YDR479C,YPR159CA
YDR480W,YDR480W
YDR480W,YGR040W
YDR480W,YHR039C
YDR480W,YHR084W
YDR480W,YHR121W
YDR480W,YJL058C
YDR480W,YJR003C
YDR480W,YKL189W
YDR480W,YLR291C
YDR480W,YNL189W
YDR480W,YPL049C
YDR482C,YGL028C
YDR482C,YOR276W
YDR486C,YLR181C
YDR487C,YNL189W
YDR488C,YHR129C
YDR488C,YPL174C
YDR489W,YFR043C
YDR489W,YJL072C
YDR489W,YML034W
YDR489W,YPL077C
YDR490C,YGR086C
YDR490C,YHR207C
YDR490C,YIR044C
YDR490C,YLR466W
YDR498C,YJL019W
YDR502C,YDR502C
YDR502C,YLR180W
YDR502C,YPL125W
YDR503C,YKL130C
YDR504C,YJL070C
YDR505C,YGL122C
YDR510W,YDR510W
YDR510W,YER047C
YDR510W,YFL039C
YDR510W,YFL045C
YDR510W,YGL026C
YDR510W,YGL250W
YDR510W,YHR134W
YDR510W,YHR193C
YDR510W,YJL092W
YDR510W,YJR076C
YDR510W,YKL032C
YDR510W,YKL043W
YDR510W,YKL211C
YDR510W,YLR263W
YDR510W,YLR295C
YDR510W,YLR328W
YDR510W,YLR335W
YDR510W,YLR350W
YDR510W,YML023C
YDR510W,YMR111C
YDR510W,YMR219W
YDR510W,YMR233W
YDR510W,YNL021W
YDR510W,YNL042W
YDR510W,YNL078W
YDR510W,YNL088W
YDR510W,YNL189W
YDR510W,YOL034W
YDR510W,YOR032C
YDR510W,YOR144C
YDR510W,YPL129W
YDR518W,YHR113W
YDR520C,YDR520C
YDR520C,YGR261C
YDR520C,YJL110C
YDR520C,YJR046W
YDR520C,YKR034W
YDR520C,YLR291C
YDR520C,YOL116W
YDR527W,YOR210W
YDR529C,YHR114W
YDR531W,YDR531W
YDR532C,YFR008W
YDR532C,YIL144W
YDR532C,YLR031W
YDR533C,YNL189W
YDR541C,YLR025W
YEL005C,YGL079W
YEL005C,YNL086W
YEL009C,YHR145C
YEL009C,YPL038W
YEL012W,YLR291C
YEL013W,YJR091C
YEL015W,YEL015W
YEL015W,YER105C
YEL015W,YLR264W
YEL015W,YNL118C
YEL015W,YOL149W
YEL015W,YOR167C
YEL017W,YEL017W
YEL018W,YOR128C
YEL020C,YEL020C
YEL029C,YNR027W
YEL032W,YHR033W
YEL034W,YHR068W
YEL041W,YJR049C
YEL042W,YIR038C
YEL042W,YPL094C
YEL043W,YOR164C
YEL048C,YGR040W
YEL048C,YMR218C
YEL051W,YGR120C
YEL051W,YOR174W
YEL053C,YOR032C
YEL053C,YPR051W
YEL056W,YLL022C
YEL056W,YPL001W
YEL060C,YML032CA
YEL062W,YOR138C
YEL062W,YPL255W
YEL066W,YEL066W
YEL066W,YML064C
YEL066W,YNL189W
YER009W,YER009W
YER010C,YER010C
YER015W,YER070W
YER015W,YLR098C
YER016W,YGL061C
YER018C,YKL025C
YER018C,YMR117C
YER019W,YLR350W
YER021W,YPR108W
YER022W,YHR058C
YER022W,YKL117W
YER022W,YML007W
YER022W,YNL288W
YER023W,YER023W
YER023W,YLR291C
YER023W,YPL169C
YER025W,YJR007W
YER025W,YLR215C
YER026C,YPR174C
YER027C,YGL115W
YER038C,YML023C
YER039C,YGL070C
YER043C,YFL028C
YER047C,YGR086C
YER047C,YKL032C
YER047C,YOL034W
YER052C,YER052C
YER052C,YJL058C
YER052C,YNL135C
YER056CA,YGL153W
YER056CA,YML042W
YER059W,YJL084C
YER059W,YLR190W
YER059W,YPL031C
YER062C,YPL201C
YER065C,YNL189W
YER071C,YIR003W
YER071C,YLR200W
YER079W,YNL154C
YER081W,YER081W
YER081W,YIL074C
YER081W,YMR047C
YER081W,YNL054WB
YER081W,YOR318C
YER081W,YPL233W
YER081W,YPR126C
YER081W,YPR136C
YER086W,YER086W
YER086W,YLR291C
YER086W,YMR308C
YER086W,YOR160W
YER086W,YPL070W
YER087CA,YIR033W
YER087CA,YIR038C
YER087CA,YLR404W
YER090W,YJR070C
YER090W,YKL211C
YER092W,YLR052W
YER092W,YLR423C
YER095W,YER095W
YER095W,YPL204W
YER096W,YHR114W
YER099C,YKL181W
YER099C,YOL061W
YER099C,YOL069W
YER101C,YMR071C
YER102W,YFL017C
YER105C,YJL030W
YER105C,YMR153W
YER107C,YMR047C
YER112W,YLR438CA
YER118C,YER118C
YER118C,YMR079W
YER118C,YNL315C
YER125W,YGR268C
YER125W,YHR131C
YER125W,YJL025W
YER125W,YLR167W
YER125W,YLR291C
YER125W,YLR392C
YER125W,YMR257C
YER125W,YMR275C
YER125W,YMR316W
YER125W,YOR322C
YER125W,YOR385W
YER126C,YHR204W
YER126C,YPL004C
YER127W,YLR423C
YER128W,YLR181C
YER128W,YPR173C
YER130C,YML051W
YER131W,YLL027W
YER131W,YLR435W
YER133W,YNL233W
YER134C,YHR171W
YER143W,YER143W
YER143W,YJR141W
YER144C,YIL095W
YER144C,YLR291C
YER144C,YMR032W
YER146W,YJL124C
YER146W,YLR438CA
YER146W,YNL147W
YER149C,YMR124W
YER151C,YNR051C
YER157W,YGR120C
YER174C,YGR262C
YER177W,YKL168C
YER177W,YLR177W
YER179W,YER179W
YER179W,YIL105C
YER180C,YGL026C
YER180C,YGL070C
YER180C,YPL049C
YER182W,YKL142W
YER184C,YER184C
YER188W,YPL049C
YFL009W,YFL009W
YFL010C,YLR291C
YFL010C,YML051W
YFL010C,YMR276W
YFL010C,YNL189W
YFL010C,YPR054W
YFL017C,YFL017C
YFL017C,YOL059W
YFL017C,YOR362C
YFL017WA,YHR113W
YFL017WA,YKR034W
YFL017WA,YOR159C
YFL018C,YHR114W
YFL023W,YLR200W
YFL024C,YHR090C
YFL029C,YPR054W
YFL034CB,YIR016W
YFL034CB,YKL002W
YFL034CB,YOL036W
YFL037W,YOR265W
YFL038C,YNL041C
YFL038C,YOR370C
YFL039C,YFL039C
YFL039C,YGL015C
YFL039C,YLR291C
YFL039C,YMR092C
YFL039C,YNL138W
YFL039C,YNL189W
YFL039C,YOR304CA
YFL042C,YGR017W
YFL047W,YKL171W
YFL056C,YNL201C
YFL059W,YFL059W
YFL059W,YFL060C
YFL059W,YMR095C
YFL059W,YMR096W
YFL059W,YMR322C
YFL059W,YNL189W
YFL059W,YNL333W
YFL059W,YNL334C
YFL059W,YPL070W
YFL060C,YMR095C
YFL060C,YMR096W
YFL060C,YNL333W
YFL061W,YNL189W
YFR002W,YGR120C
YFR002W,YML025C
YFR002W,YMR153W
YFR008W,YMR029C
YFR008W,YMR052W
YFR008W,YOL135C
YFR008W,YOR111W
YFR008W,YPR046W
YFR015C,YFR015C
YFR015C,YJL137C
YFR015C,YLR258W
YFR017C,YPR184W
YFR024CA,YGL181W
YFR024CA,YGR268C
YFR024CA,YKL068W
YFR024CA,YNL094W
YFR024CA,YOR042W
YFR024CA,YPR171W
YFR027W,YJL019W
YFR033C,YNL236W
YFR034C,YFR034C
YFR036W,YJR091C
YFR037C,YML127W
YFR037C,YMR091C
YFR042W,YPR159W
YFR043C,YPR029C
YFR047C,YFR047C
YFR047C,YLL046C
YFR047C,YNL189W
YFR049W,YOR047C
YFR052W,YJR133W
YGL004C,YGL048C
YGL004C,YGR232W
YGL013C,YGL013C
YGL015C,YLR319C
YGL019W,YGR068C
YGL024W,YOL130W
YGL025C,YOL130W
YGL030W,YHR204W
YGL037C,YGL037C
YGL037C,YNL189W
YGL037C,YPL070W
YGL040C,YGL040C
YGL040C,YML064C
YGL040C,YNL189W
YGL044C,YMR061W
YGL044C,YMR270C
YGL051W,YGL051W
YGL051W,YML018C
YGL053W,YGR177C
YGL053W,YML029W
YGL053W,YMR079W
YGL053W,YNL315C
YGL053W,YOR059C
YGL053W,YPL020C
YGL053W,YPR174C
YGL054C,YIR038C
YGL058W,YLR024C
YGL060W,YOL133W
YGL061C,YGR113W
YGL061C,YKR037C
YGL071W,YGR211W
YGL071W,YIR018W
YGL079W,YGR113W
YGL086W,YLR423C
YGL090W,YLR424W
YGL090W,YNL113W
YGL090W,YOR005C
YGL092W,YKL057C
YGL094C,YKL025C
YGL095C,YOL018C
YGL096W,YJL011C
YGL104C,YIR038C
YGL106W,YGL106W
YGL112C,YMR236W
YGL112C,YMR255W
YGL112C,YOR220W
YGL115W,YGL208W
YGL115W,YJL112W
YGL115W,YLR291C
YGL115W,YNL153C
YGL115W,YPL149W
YGL116W,YJL030W
YGL122C,YGL122C
YGL122C,YIL079C
YGL122C,YIL092W
YGL122C,YKR026C
YGL122C,YLR177W
YGL122C,YLR206W
YGL122C,YMR255W
YGL122C,YNL016W
YGL122C,YOL123W
YGL124C,YKL025C
YGL124C,YNL286W
YGL126W,YPL161C
YGL127C,YLR423C
YGL127C,YOL135C
YGL127C,YOR047C
YGL127C,YOR128C
YGL127C,YOR174W
YGL127C,YPR168W
YGL130W,YPL228W
YGL134W,YPL031C
YGL141W,YKR064W
YGL144C,YMR070W
YGL145W,YNL258C
YGL145W,YPR105C
YGL150C,YOR355W
YGL153W,YGL153W
YGL153W,YIR034C
YGL153W,YLR291C
YGL153W,YMR267W
YGL153W,YNL044W
YGL153W,YNL086W
YGL153W,YOL105C
YGL153W,YOL145C
YGL153W,YOR180C
YGL153W,YPR105C
YGL154C,YGL254W
YGL154C,YOR128C
YGL155W,YKL019W
YGL156W,YKL103C
YGL156W,YOL082W
YGL156W,YOL083W
YGL158W,YLR113W
YGL161C,YGL198W
YGL166W,YJL154C
YGL166W,YKR011C
YGL166W,YLL028W
YGL166W,YML006C
YGL166W,YNL189W
YGL166W,YOR210W
YGL166W,YOR220W
YGL170C,YMR047C
YGL172W,YGR119C
YGL172W,YNL041C
YGL172W,YNL086W
YGL174W,YIR005W
YGL175C,YGL175C
YGL175C,YJR058C
YGL175C,YLR291C
YGL175C,YLR442C
YGL175C,YNL189W
YGL180W,YPR185W
YGL181W,YGR178C
YGL181W,YGR241C
YGL181W,YHR161C
YGL181W,YHR177W
YGL181W,YIL122W
YGL181W,YMR182C
YGL181W,YNL124W
YGL181W,YPL013C
YGL181W,YPL049C
YGL187C,YGL213C
YGL187C,YML042W
YGL189C,YHR114W
YGL189C,YLL027W
YGL189C,YLR435W
YGL190C,YLR373C
YGL190C,YML109W
YGL198W,YPL095C
YGL201C,YIL150C
YGL213C,YML108W
YGL214W,YLR435W
YGL220W,YLR052W
YGL221C,YGL221C
YGL221C,YML064C
YGL221C,YNL189W
YGL223C,YML071C
YGL225W,YHR114W
YGL225W,YIR033W
YGL225W,YIR038C
YGL225W,YPL094C
YGL225W,YPR071W
YGL229C,YJL013C
YGL229C,YJL030W
YGL229C,YJL178C
YGL229C,YJL211C
YGL229C,YMR181C
YGL229C,YOR062C
YGL229C,YPR040W
YGL230C,YKL110C
YGL230C,YOR161C
YGL233W,YLR166C
YGL237C,YGR146C
YGL237C,YLR114C
YGL237C,YLR423C
YGL237C,YOR047C
YGL237C,YOR358W
YGL238W,YLR293C
YGL238W,YNL189W
YGL238W,YNL236W
YGL238W,YOR185C
YGL240W,YKR048C
YGL242C,YKR099W
YGL244W,YLR385C
YGL250W,YLR082C
YGL250W,YLR442C
YGL250W,YMR068W
YGL250W,YMR111C
YGL250W,YOR028C
YGL252C,YGL252C
YGL252C,YLR291C
YGL254W,YGR047C
YGL254W,YHR215W
YGL254W,YOR039W
YGR003W,YOL133W
YGR004W,YPR028W
YGR010W,YGR010W
YGR010W,YLR328W
YGR010W,YLR438W
YGR010W,YNL189W
YGR013W,YKL012W
YGR014W,YIL144W
YGR014W,YJL013C
YGR014W,YJL030W
YGR014W,YPL211W
YGR017W,YLR072W
YGR017W,YLR403W
YGR020C,YHR060W
YGR024C,YGR024C
YGR024C,YHR112C
YGR024C,YIL082W
YGR024C,YKL090W
YGR024C,YLR291C
YGR024C,YNL189W
YGR024C,YPL110C
YGR027C,YGR086C
YGR027C,YPL004C
YGR029W,YLR424W
YGR038W,YIR038C
YGR038W,YML029W
YGR040W,YHR084W
YGR040W,YPL049C
YGR041W,YGR041W
YGR046W,YNL236W
YGR047C,YKR034W
YGR048W,YPL222W
YGR049W,YGR278W
YGR057C,YIL109C
YGR057C,YKL015W
YGR058W,YGR058W
YGR058W,YGR136W
YGR058W,YLR113W
YGR058W,YNL047C
YGR058W,YOR097C
YGR058W,YOR264W
YGR061C,YLR386W
YGR063C,YML095C
YGR067C,YOL116W
YGR071C,YJL058C
YGR074W,YKL183W
YGR075C,YML051W
YGR082W,YGR120C
YGR083C,YLR291C
YGR086C,YKL142W
YGR086C,YPL004C
YGR088W,YLR291C
YGR088W,YNR052C
YGR092W,YIL106W
YGR097W,YGR097W
YGR099W,YJL110C
YGR099W,YKL033W
YGR099W,YKL068W
YGR099W,YML099C
YGR099W,YMR047C
YGR099W,YPL235W
YGR101W,YHL021C
YGR110W,YHR114W
YGR113W,YIL144W
YGR113W,YKR037C
YGR113W,YLR423C
YGR113W,YLR424W
YGR117C,YNL236W
YGR119C,YJL041W
YGR119C,YKL061W
YGR119C,YLR423C
YGR119C,YMR236W
YGR120C,YGR120C
YGR120C,YHL004W
YGR120C,YIL144W
YGR120C,YLR291C
YGR120C,YLR423C
YGR120C,YMR025W
YGR120C,YNL086W
YGR120C,YNR025C
YGR120C,YOR158W
YGR120C,YOR353C
YGR120C,YPL077C
YGR120C,YPR105C
YGR120C,YPR185W
YGR120C,YPR191W
YGR121C,YIR038C
YGR122W,YLR025W
YGR122W,YML099C
YGR123C,YKL117W
YGR125W,YMR024W
YGR130C,YGR233C
YGR130C,YPL094C
YGR134W,YJR011C
YGR136W,YNL189W
YGR136W,YOR181W
YGR142W,YJR127C
YGR142W,YLR424W
YGR142W,YMR021C
YGR144W,YGR144W
YGR144W,YIL051C
YGR144W,YLR291C
YGR144W,YNL189W
YGR146C,YML051W
YGR149W,YNL181W
YGR158C,YLR345W
YGR161CC,YKL057C
YGR163W,YKR007W
YGR172C,YNL263C
YGR172C,YPL095C
YGR177C,YML011C
YGR177C,YMR071C
YGR177C,YNL044W
YGR177C,YNL263C
YGR178C,YGR218W
YGR178C,YHR121W
YGR178C,YNR014W
YGR179C,YLR315W
YGR180C,YOR229W
YGR180C,YOR230W
YGR185C,YPL013C
YGR188C,YOR026W
YGR192C,YNL189W
YGR195W,YKR034W
YGR195W,YOL021C
YGR203W,YIL119C
YGR203W,YKL171W
YGR203W,YLR397C
YGR203W,YNL314W
YGR205W,YMR315W
YGR209C,YKL069W
YGR211W,YOR117W
YGR213C,YHR134W
YGR218W,YKL143W
YGR218W,YML007W
YGR218W,YMR047C
YGR218W,YMR124W
YGR218W,YOL149W
YGR223C,YOR089C
YGR229C,YKR099W
YGR233C,YJL025W
YGR233C,YML014W
YGR233C,YOL145C
YGR233C,YPL031C
YGR233C,YPR049C
YGR238C,YHR158C
YGR239C,YMR267W
YGR240C,YGR240C
YGR240C,YMR205C
YGR241C,YIL095W
YGR241C,YLL017W
YGR241C,YNL020C
YGR241C,YPL077C
YGR247W,YKR034W
YGR247W,YOR327C
YGR250C,YIR001C
YGR250C,YPL178W
YGR253C,YPR185W
YGR261C,YLR423C
YGR261C,YNL199C
YGR261C,YOR284W
YGR261C,YOR380W
YGR263C,YMR070W
YGR267C,YGR267C
YGR267C,YLR132C
YGR267C,YLR291C
YGR267C,YMR308C
YGR267C,YNL189W
YGR267C,YPL251W
YGR268C,YGR268C
YGR268C,YHR016C
YGR268C,YLR206W
YGR268C,YOR042W
YGR268C,YOR124C
YGR268C,YOR138C
YGR268C,YPL049C
YGR286C,YMR070W
YGR294W,YHL018W
YHL002W,YNR005C
YHL002W,YNR006W
YHL003C,YJL183W
YHL003C,YKL008C
YHL003C,YMR298W
YHL003C,YOR223W
YHL003C,YPL094C
YHL004W,YJL112W
YHL004W,YLR423C
YHL004W,YOR284W
YHL004W,YPL255W
YHL006C,YLR046C
YHL006C,YLR376C
YHL006C,YNL021W
YHL009C,YLR291C
YHL009C,YMR314W
YHL009C,YNL189W
YHL011C,YKL181W
YHL012W,YML051W
YHL018W,YHL018W
YHL018W,YLR291C
YHL018W,YMR111C
YHL018W,YNL113W
YHL018W,YNL189W
YHL018W,YNL288W
YHL018W,YOL054W
YHL018W,YPL070W
YHL019C,YKL135C
YHL019C,YPR029C
YHL025W,YLR438W
YHL027W,YJL056C
YHL031C,YPL094C
YHL033C,YML029W
YHL039W,YMR111C
YHL042W,YOR127W
YHL046C,YOR355W
YHR005C,YOR212W
YHR009C,YOR359W
YHR014W,YHR185C
YHR016C,YLR243W
YHR016C,YMR255W
YHR022C,YOR032C
YHR025W,YHR025W
YHR025W,YML064C
YHR025W,YNL189W
YHR026W,YIR038C
YHR026W,YJR091C
YHR030C,YPL140C
YHR035W,YPR119W
YHR036W,YJL183W
YHR057C,YJR091C
YHR060W,YLR447C
YHR060W,YPL019C
YHR060W,YPR105C
YHR066W,YPR143W
YHR068W,YHR068W
YHR068W,YJR047C
YHR068W,YPL070W
YHR072WA,YNL124W
YHR072WA,YPL208W
YHR074W,YHR074W
YHR076W,YMR079W
YHR084W,YPL049C
YHR091C,YOL088C
YHR096C,YIR038C
YHR098C,YJR048W
YHR098C,YPR181C
YHR102W,YKL189W
YHR102W,YOR353C
YHR105W,YNL044W
YHR107C,YJR076C
YHR111W,YHR111W
YHR111W,YIL008W
YHR111W,YLR291C
YHR111W,YML110C
YHR111W,YPL070W
YHR112C,YHR112C
YHR112C,YLR291C
YHR112C,YNL189W
YHR113W,YHR113W
YHR113W,YJL030W
YHR113W,YKL103C
YHR113W,YLR021W
YHR113W,YLR291C
YHR113W,YML064C
YHR113W,YMR308C
YHR113W,YNL153C
YHR113W,YNL189W
YHR113W,YNL222W
YHR113W,YOL082W
YHR113W,YPL129W
YHR113W,YPL201C
YHR114W,YIL132C
YHR114W,YJL086C
YHR114W,YJL180C
YHR114W,YJL203W
YHR114W,YLR112W
YHR114W,YLR423C
YHR114W,YNL092W
YHR114W,YNL094W
YHR114W,YOL018C
YHR114W,YOR059C
YHR115C,YLR215C
YHR115C,YOR215C
YHR121W,YPL049C
YHR122W,YIL128W
